token,score,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance
5d8677f177185a61,0.8286256185135142,1.0,1.0,0.5887014844324342,1.0,1.0,1.0
dca6a613dc2c5051,0.8286282300770625,1.0,1.0,0.5887077521849501,1.0,1.0,1.0
55dab3d9ebd95046,0.8288189024631372,1.0,1.0,0.5891653659115293,1.0,1.0,1.0
702351f9d23159ad,0.8289103191347408,1.0,1.0,0.5893847659233777,1.0,1.0,1.0
786c64badbb15a9c,0.8289296072921909,1.0,1.0,0.589431057501258,1.0,1.0,1.0
8b1d45137881582a,0.8289978670356133,1.0,1.0,0.5895948808854717,1.0,1.0,1.0
9f699a1331785e57,0.8290534577238473,1.0,1.0,0.5897282985372336,1.0,1.0,1.0
614a0b6a482455af,0.8290753619868051,1.0,1.0,0.5897808687683324,1.0,1.0,1.0
1f211666d4465388,0.8291522074082994,1.0,1.0,0.5899652977799185,1.0,1.0,1.0
de0fd47c70d3500a,0.8293031178631195,1.0,1.0,0.5903274828714867,1.0,1.0,1.0
700237dffc2d5be7,0.8294924920802593,1.0,1.0,0.5907819809926226,1.0,1.0,1.0
af0e2b61cba953de,0.8295006213374454,1.0,1.0,0.590801491209869,1.0,1.0,1.0
3012e1628f7d5d3a,0.8295293428704805,1.0,1.0,0.5908704228891534,1.0,1.0,1.0
542d8c3b05145bbe,0.8296033947755381,1.0,1.0,0.5910481474612916,1.0,1.0,1.0
aec02ec2aec85c06,0.8297611497602196,1.0,1.0,0.591426759424527,1.0,1.0,1.0
73c897c7de1454af,0.8297638770865478,1.0,1.0,0.5914333050077148,1.0,1.0,1.0
e0e85d4fc9545225,0.8299286807981142,1.0,1.0,0.5918288339154744,1.0,1.0,1.0
21e13e3ac13856b1,0.8300156144935543,1.0,1.0,0.5920374747845304,1.0,1.0,1.0
86db74cc909e5437,0.830039503023111,1.0,1.0,0.5920948072554664,1.0,1.0,1.0
551cf39c34f75b25,0.830101374276811,1.0,1.0,0.5922432982643463,1.0,1.0,1.0
d218ff87bdc25c55,0.8301231848629702,1.0,1.0,0.5922956436711285,1.0,1.0,1.0
a4d55f73b8ad51b9,0.8301904448570262,1.0,1.0,0.5924570676568626,1.0,1.0,1.0
864e62539b8c58f9,0.8301990760631752,1.0,1.0,0.5924777825516205,1.0,1.0,1.0
fde793c65573590a,0.8302455770536277,1.0,1.0,0.5925893849287065,1.0,1.0,1.0
f2655b7cd5d15a20,0.8304762686130206,1.0,1.0,0.5931430446712495,1.0,1.0,1.0
4f8e1da188be5033,0.8305509182438792,1.0,1.0,0.5933222037853098,1.0,1.0,1.0
9fa75f1d5863570b,0.8306577976880245,1.0,1.0,0.593578714451259,1.0,1.0,1.0
026e84581e0f5044,0.8306810182630805,1.0,1.0,0.5936344438313933,1.0,1.0,1.0
1a3569d56fbf5521,0.8307420885376667,1.0,1.0,0.5937810124904002,1.0,1.0,1.0
f412a36812a55b62,0.8308040876286759,1.0,1.0,0.593929810308822,1.0,1.0,1.0
a3399fc1f78b55f2,0.8308946418610311,1.0,1.0,0.5941471404664747,1.0,1.0,1.0
0370ac4af44a5bfc,0.83123255642163,1.0,1.0,0.5949581354119119,1.0,1.0,1.0
2e586c7da7c55eb3,0.8312871325915515,1.0,1.0,0.5950891182197235,1.0,1.0,1.0
d1e4600c80ab519a,0.831426609943728,1.0,1.0,0.5954238638649471,1.0,1.0,1.0
258fd15174fb5e47,0.8315445660664097,1.0,1.0,0.5957069585593833,1.0,1.0,1.0
a2d180a344d15054,0.8317036573143527,1.0,1.0,0.5960887775544463,1.0,1.0,1.0
9bfe6fa481105f43,0.831781096574696,1.0,1.0,0.5962746317792703,1.0,1.0,1.0
b38af8cb560c5295,0.8318597128069222,1.0,1.0,0.5964633107366131,1.0,1.0,1.0
d34d0398de585e6c,0.8319941232228798,1.0,1.0,0.5967858957349117,1.0,1.0,1.0
fd30fae9e4f35fa8,0.8320664311600955,1.0,1.0,0.5969594347842293,1.0,1.0,1.0
3ca2e3e846e75813,0.8321279547258097,1.0,1.0,0.5971070913419434,1.0,1.0,1.0
d6359d514f13511a,0.832199441878492,1.0,1.0,0.5972786605083809,1.0,1.0,1.0
1e921882661b5a6b,0.8323047090320631,1.0,1.0,0.5975313016769515,1.0,1.0,1.0
660e14c77a1c550b,0.8324566443821159,1.0,1.0,0.5978959465170782,1.0,1.0,1.0
e131caa356115811,0.832465331329168,1.0,1.0,0.5979167951900033,1.0,1.0,1.0
d33a0db0dd335837,0.8325527954782516,1.0,1.0,0.598126709147804,1.0,1.0,1.0
2829df17720c501f,0.8327077014195478,1.0,1.0,0.5984984834069146,1.0,1.0,1.0
bdb32e2af06e5bc9,0.8329094114617641,1.0,1.0,0.598982587508234,1.0,1.0,1.0
00137a5ce92d591c,0.8329208805389364,1.0,1.0,0.5990101132934473,1.0,1.0,1.0
155c42ad43525252,0.8329859786598907,1.0,1.0,0.5991663487837374,1.0,1.0,1.0
b7c1448b395e56c6,0.8330311732688105,1.0,1.0,0.5992748158451452,1.0,1.0,1.0
e149babe2348549e,0.833320724059853,1.0,1.0,0.5999697377436474,1.0,1.0,1.0
95528bd014555540,0.8333333333333334,1.0,1.0,1.0,1.0,0.0,1.0
ae07a1ea49135359,0.8333333333333334,1.0,1.0,1.0,1.0,0.0,1.0
0a8c2aac609d5a04,0.8334046188998044,1.0,1.0,0.6001710853595306,1.0,1.0,1.0
af58d13139de5d3f,0.8334364971246907,1.0,1.0,0.6002475930992578,1.0,1.0,1.0
c841c36b56fb53f2,0.8334592603807897,1.0,1.0,0.6003022249138952,1.0,1.0,1.0
690efce01f2054a7,0.8336034811748113,1.0,1.0,0.6006483548195471,1.0,1.0,1.0
9ffd8ba0c7f75398,0.8338373445978423,1.0,1.0,0.6012096270348216,1.0,1.0,1.0
26e6818bd14d52a5,0.8338455662616725,1.0,1.0,0.6012293590280141,1.0,1.0,1.0
7da6ba784b8b5ff0,0.8339806998194904,1.0,1.0,0.601553679566777,1.0,1.0,1.0
e4ad471729c65fc9,0.8340628368936445,1.0,1.0,0.6017508085447469,1.0,1.0,1.0
cb7ce9515c495674,0.8341071526729286,1.0,1.0,0.6018571664150285,1.0,1.0,1.0
e5de42748cb65962,0.8341332824235481,1.0,1.0,0.6019198778165157,1.0,1.0,1.0
4543b41a1fec5a97,0.8342031949083393,1.0,1.0,0.6020876677800142,1.0,1.0,1.0
67f7d1c129be5c4b,0.8342493701435139,1.0,1.0,0.6021984883444333,1.0,1.0,1.0
27b8eae78cf05c1e,0.8345734322089987,1.0,1.0,0.6029762373015972,1.0,1.0,0.5
249478c83c155093,0.8345861501740827,1.0,1.0,0.6030067604177982,1.0,1.0,1.0
e797167404675bfa,0.8346409244213406,1.0,1.0,0.6031382186112175,1.0,1.0,1.0
e6f0e2d8ec345ad6,0.8346455951020136,1.0,1.0,0.6031494282448329,1.0,1.0,1.0
83e71223f25a5137,0.8346992561479084,1.0,1.0,0.6032782147549801,1.0,1.0,1.0
04c8cad554925432,0.8347283011787153,1.0,1.0,0.6033479228289165,1.0,1.0,1.0
305eb53245715f7e,0.8347795682382756,1.0,1.0,0.6034709637718615,1.0,1.0,1.0
326a8c0625d856cc,0.8349518517550732,1.0,1.0,0.6038844442121758,1.0,1.0,1.0
41c18772e7ac5696,0.8350413151720087,1.0,1.0,0.604099156412821,1.0,1.0,1.0
37837c3f78625095,0.8350556690619908,1.0,1.0,0.6041336057487778,1.0,1.0,1.0
cd177406e5b056d6,0.8350705201697056,1.0,1.0,0.6041692484072936,1.0,1.0,1.0
2944ba8cf77c5ad9,0.8351615699496179,1.0,1.0,0.604387767879083,1.0,1.0,1.0
ea57966419605846,0.8353586476820206,1.0,1.0,0.6048607544368496,1.0,1.0,1.0
8ab73218fe4a539e,0.8353985427579754,1.0,1.0,0.6049565026191409,1.0,1.0,1.0
66583dab627951a2,0.8354760969906118,1.0,1.0,0.605142632777468,1.0,1.0,1.0
d471c0c48cb05f04,0.8355240007879313,1.0,1.0,0.6052576018910353,1.0,1.0,1.0
17de441a1185528d,0.8355379391120468,1.0,1.0,0.6052910538689124,1.0,1.0,1.0
8396adcdedb55337,0.8356480686293302,1.0,1.0,0.6055553647103924,1.0,1.0,1.0
9e1be9753cf75e57,0.8356489001637902,1.0,1.0,0.6055573603930966,1.0,1.0,1.0
492a64b807da5cfb,0.8357059477369903,1.0,1.0,0.6056942745687768,1.0,1.0,1.0
dbbe5d5671495f13,0.8357145349913306,1.0,1.0,0.6057148839791937,1.0,1.0,1.0
37b96c1d86665204,0.8358378976477719,1.0,1.0,0.6060109543546527,1.0,1.0,1.0
355835bced0c591f,0.835881818537657,1.0,1.0,0.6061163644903769,1.0,1.0,1.0
9056de7dce5a50d3,0.83629615163737,1.0,1.0,0.6071107639296879,1.0,1.0,1.0
406f8b299de35ce2,0.8364417380704,1.0,1.0,0.6074601713689599,1.0,1.0,0.5
2575048779565f0b,0.8364663293086071,1.0,1.0,0.607519190340657,1.0,1.0,0.5
0cd0aaeb35c95094,0.8364765987746418,1.0,1.0,0.6075438370591404,1.0,1.0,1.0
5138bac9ac59508f,0.8366393677313203,1.0,1.0,0.6079344825551685,1.0,1.0,1.0
b39406677030585e,0.8366521766479371,1.0,1.0,0.6079652239550493,1.0,1.0,1.0
1df1903e5bcd5036,0.8367254714344324,1.0,1.0,0.608141131442638,1.0,1.0,1.0
fc0a60a9d8245aea,0.8367504745701891,1.0,1.0,0.6082011389684537,1.0,1.0,1.0
66ba432a760c586c,0.8367981233345292,1.0,1.0,0.6083154960028702,1.0,1.0,1.0
667afe1f010351c5,0.836831124154584,1.0,1.0,0.6083946979710018,1.0,1.0,1.0
1c2eb038a9ea5caa,0.836857832020475,1.0,1.0,0.6084587968491401,1.0,1.0,1.0
f9532e6ad0b05fbb,0.8371257637736007,1.0,1.0,0.6091018330566418,1.0,1.0,1.0
e0e1551b09f15a74,0.8372388139197212,1.0,1.0,0.6093731534073311,1.0,1.0,1.0
277c41e4b5d858f1,0.8372492135037325,1.0,1.0,0.6093981124089579,1.0,1.0,1.0
2c0e25d51b0b5e31,0.8372791647464313,1.0,1.0,0.6094699953914351,1.0,1.0,1.0
75f9d978b4d757a2,0.837286334248391,1.0,1.0,0.6094872021961387,1.0,1.0,1.0
5a7626d57d61594b,0.8373279722461519,1.0,1.0,0.6095871333907643,1.0,1.0,1.0
a2652d512cf35d1e,0.8373516076176472,1.0,1.0,0.6096438582823529,1.0,1.0,1.0
1dc0a266d7ea5c61,0.8373922254588146,1.0,1.0,0.6097413411011551,1.0,1.0,1.0
ca8a417f32d859ba,0.8378019477799166,1.0,1.0,0.6107246746717997,1.0,1.0,1.0
00abc794f8ce5195,0.8378206846786448,1.0,1.0,0.6107696432287477,1.0,1.0,1.0
709f0d99dfa0567e,0.8379021461656365,1.0,1.0,0.6109651507975274,1.0,1.0,1.0
50708f973eec5e38,0.8383373583227304,1.0,1.0,0.6120096599745531,1.0,1.0,1.0
df3b1f0f39625162,0.8383815878981772,1.0,1.0,0.6121158109556252,1.0,1.0,1.0
3a3297d21e905b02,0.8384267046700443,1.0,1.0,0.6122240912081065,1.0,1.0,1.0
764bbbaf51f85bd8,0.838463740967797,1.0,1.0,0.6123129783227127,1.0,1.0,1.0
dcff89b03b925c41,0.8384897242958044,1.0,1.0,0.6123753383099305,1.0,1.0,1.0
099ba96d3bca51c3,0.8385422245496704,1.0,1.0,0.612501338919209,1.0,1.0,1.0
f733e02fa876535a,0.8386225195204657,1.0,1.0,0.6126940468491179,1.0,1.0,1.0
21146ac996365854,0.838722952947494,1.0,1.0,0.6129350870739855,1.0,1.0,1.0
3c90de2a12a558b2,0.8387278698973016,1.0,1.0,0.612946887753524,1.0,1.0,1.0
557690c1c31357b1,0.8388332166950129,1.0,1.0,0.6131997200680309,1.0,1.0,1.0
cdda15bd879d5a30,0.8388841399383601,1.0,1.0,0.613321935852064,1.0,1.0,1.0
5fde0c8c8f4b5ecb,0.8389120462877413,1.0,1.0,0.6133889110905792,1.0,1.0,0.5
012432bd62b85f80,0.8389337581369269,1.0,1.0,0.6134410195286246,1.0,1.0,1.0
a669b18e5ecd575d,0.838982065336448,1.0,1.0,0.6135569568074755,1.0,1.0,1.0
5a90354cbaa45cc2,0.8390096182979457,1.0,1.0,0.6136230839150699,1.0,1.0,1.0
75811dfc02ce59f7,0.8390230857846039,1.0,1.0,0.6136554058830493,1.0,1.0,1.0
ba58a70fcf8e5c64,0.8391300205078425,1.0,1.0,0.6139120492188218,1.0,1.0,1.0
f9f97f2e6d435822,0.8391510995538788,1.0,1.0,0.6139626389293094,1.0,1.0,1.0
61720db8cab2508a,0.839167020572856,1.0,1.0,0.6140008493748543,1.0,1.0,1.0
c262c31769935486,0.8392440343191027,1.0,1.0,0.6141856823658467,1.0,1.0,1.0
e82fe0d7d02054b8,0.8392819246065623,1.0,1.0,0.6142766190557495,1.0,1.0,1.0
33a43f22312c570d,0.8392836121489472,1.0,1.0,0.6142806691574736,1.0,1.0,1.0
037b976caae85af5,0.839295974207544,1.0,1.0,0.6143103380981058,1.0,1.0,1.0
569da35d0f00545a,0.8393718129459629,1.0,1.0,0.6144923510703106,1.0,1.0,1.0
230b5f3fb3f157fe,0.8393912577702046,1.0,1.0,0.6145390186484908,1.0,1.0,1.0
8712b89ee20152e4,0.8394659417539394,1.0,1.0,0.6147182602094545,1.0,1.0,1.0
7ec8d2521964548f,0.8395219241217701,1.0,1.0,0.6148526178922479,1.0,1.0,1.0
048eb7efa08354e3,0.8395943661808843,1.0,1.0,0.6150264788341224,1.0,1.0,1.0
9387d5660fcf5d98,0.8396068586718849,1.0,1.0,0.6150564608125236,1.0,1.0,1.0
49a0d29c7058501c,0.8396416539223367,1.0,1.0,0.6151399694136084,1.0,1.0,1.0
a8c150e293ac5bd3,0.8397106772499815,1.0,1.0,0.6153056253999555,1.0,1.0,1.0
5671f9e107965dc3,0.8397689903267963,1.0,1.0,0.615445576784311,1.0,1.0,1.0
9d13fadd8afc5833,0.83979191445163,1.0,1.0,0.6155005946839123,1.0,1.0,1.0
7ea67f197fe25ba7,0.8400944707426262,1.0,1.0,0.6162267297823026,1.0,1.0,1.0
78c26c7e63c3534c,0.84016694803466,1.0,1.0,0.616400675283184,1.0,1.0,0.0
947518978dcd5005,0.8402362362599588,1.0,1.0,0.6165669670239013,1.0,1.0,1.0
078bc1027dde5d1a,0.8403499763798213,1.0,1.0,0.6168399433115712,1.0,1.0,0.0
676880c7e31252c0,0.8404476204258554,1.0,1.0,0.6170742890220532,1.0,1.0,1.0
8051c60f20705909,0.840496098261372,1.0,1.0,0.6171906358272929,1.0,1.0,1.0
763bab6e8b6b5826,0.8407231625084499,1.0,1.0,0.61773559002028,1.0,1.0,1.0
c59ff27cf18056b4,0.8407340071328822,1.0,1.0,0.6177616171189171,1.0,1.0,1.0
1cb96199b6a45732,0.8407560875598538,1.0,1.0,0.6178146101436488,1.0,1.0,1.0
f38d4f3f7e425c91,0.8407647705123561,1.0,1.0,0.6178354492296546,1.0,1.0,1.0
6c5d84e81aca5755,0.8409021797787976,1.0,1.0,0.6181652314691143,1.0,1.0,1.0
62974364debd5463,0.8409582107510237,1.0,1.0,0.6182997058024566,1.0,1.0,1.0
d577027e9c295bde,0.8411977118363714,1.0,1.0,0.6188745084072915,1.0,1.0,0.5
1ed469afe6545946,0.841400338298934,1.0,1.0,0.6193608119174416,1.0,1.0,1.0
798f1981bb285b09,0.8414896354809119,1.0,1.0,0.6195751251541887,1.0,1.0,0.0
6363aa6d3d715e03,0.8415528697207169,1.0,1.0,0.6197268873297203,1.0,1.0,1.0
fe37acae391d507c,0.8415683388029943,1.0,1.0,0.6197640131271865,1.0,1.0,1.0
d9bb15db6f025acb,0.8415811911924892,1.0,1.0,0.619794858861974,1.0,1.0,1.0
84fc6d5788a95edd,0.8416885862025781,1.0,1.0,0.6200526068861877,1.0,1.0,0.5
9c0cc184e0895e70,0.8417640227631583,1.0,1.0,0.62023365463158,1.0,1.0,1.0
ace74ef421f8514f,0.8418644942720112,1.0,1.0,0.6204747862528268,1.0,1.0,1.0
1a6595a6c7cb5531,0.8418857637897349,1.0,1.0,0.6205258330953636,1.0,1.0,1.0
89df824d0cfd525e,0.8419076281824308,1.0,1.0,0.620578307637834,1.0,1.0,1.0
cc9afc95afab5758,0.8420494499462446,1.0,1.0,0.6209186798709871,1.0,1.0,1.0
111191a59b9c53c2,0.842081047096363,1.0,1.0,0.6209945130312711,1.0,1.0,1.0
cd7e4f70ce8e539b,0.8421300952234686,1.0,1.0,0.6211122285363244,1.0,1.0,1.0
c9ab8a82cfa054ff,0.8421788394144691,1.0,1.0,0.6212292145947259,1.0,1.0,1.0
02d9591fc6de53c8,0.8422452881030753,1.0,1.0,0.6213886914473807,1.0,1.0,1.0
d01fec804cd45644,0.8422840167077617,1.0,1.0,0.6214816400986282,1.0,1.0,1.0
57be56626c61528e,0.8423584548684185,1.0,1.0,0.6216602916842047,1.0,1.0,1.0
6492ae3886505280,0.8424387620891368,1.0,1.0,0.6218530290139282,1.0,1.0,1.0
df140a20f6b55c9b,0.8424969267751036,1.0,1.0,0.6219926242602487,1.0,1.0,1.0
265a62af0b2954a5,0.8425703642196654,1.0,1.0,0.622168874127197,1.0,1.0,1.0
f590f07cbcc15388,0.8426504892680029,1.0,1.0,0.622361174243207,1.0,1.0,1.0
62d339c4086d51ba,0.842687366408977,1.0,1.0,0.6224496793815447,1.0,1.0,1.0
19e90f2757b25f38,0.8426907782331879,1.0,1.0,0.6224578677596511,1.0,1.0,1.0
d02d0643d42c5d91,0.8427213146531255,1.0,1.0,0.6225311551675012,1.0,1.0,1.0
40d32b824b705cbc,0.842872057961305,1.0,1.0,0.6228929391071322,1.0,1.0,1.0
8ff8a3cf55355131,0.8429417110349501,1.0,1.0,0.6230601064838801,1.0,1.0,1.0
1be3fd906c435f85,0.843001478199267,1.0,1.0,0.6232035476782407,1.0,1.0,1.0
e5e0c85236f95d91,0.8430022191134056,1.0,1.0,0.6232053258721735,1.0,1.0,1.0
d849d3813e3052d0,0.8430297305431199,1.0,1.0,0.6232713533034878,1.0,1.0,1.0
c46978b319c7533d,0.8431473494139764,1.0,1.0,0.6235536385935431,1.0,1.0,1.0
06ce8610ceea51f4,0.8434616321877634,1.0,1.0,0.6243079172506322,1.0,1.0,1.0
10fcb2c79add5558,0.8435601992207088,1.0,1.0,0.6245444781297012,1.0,1.0,1.0
52e0d1590e0e529d,0.8435694997534587,1.0,1.0,0.6245667994083012,1.0,1.0,1.0
9276407219215151,0.8436020302286571,1.0,1.0,0.624644872548777,1.0,1.0,1.0
08b8808b5cf351c3,0.8436387687192374,1.0,1.0,0.6247330449261698,1.0,1.0,1.0
3b225aa246f35197,0.8436438475592336,1.0,1.0,0.6247452341421604,1.0,1.0,1.0
16d4835b75b05efb,0.8437612906619011,1.0,1.0,0.6250270975885629,1.0,1.0,1.0
f749ff64838c5664,0.8438611084338952,1.0,1.0,0.6252666602413484,1.0,1.0,1.0
ed19f6a36af757b7,0.8438619445989165,1.0,1.0,0.6252686670373997,1.0,1.0,1.0
60fa28b4cd8a57fb,0.8438797540889658,1.0,1.0,0.6253114098135177,1.0,1.0,1.0
556118fe6e455038,0.8438972542972539,1.0,1.0,0.6253534103134094,1.0,1.0,1.0
5b3bc72c557a5a17,0.8439885486814251,1.0,1.0,0.6255725168354203,1.0,1.0,1.0
d0d1b5bd3b83551d,0.844102976190114,1.0,1.0,0.6258471428562737,1.0,1.0,1.0
43768792861e5c7e,0.8442698997472885,1.0,1.0,0.6262477593934923,1.0,1.0,1.0
0d7f280bf979592b,0.8443457029589826,1.0,1.0,0.6264296871015582,1.0,1.0,1.0
bb0d850edd125bbe,0.8443950289209906,1.0,1.0,0.6265480694103776,1.0,1.0,1.0
c66aeafedcbd5140,0.8444198776088014,1.0,1.0,0.6266077062611234,1.0,1.0,1.0
87eae54f57ea5690,0.8445172731451188,1.0,1.0,0.6268414555482852,1.0,1.0,1.0
75c91bd683535274,0.8445345638222018,1.0,1.0,0.6268829531732844,1.0,1.0,1.0
471d0206688f5e3b,0.8445676621424637,1.0,1.0,0.6269623891419129,1.0,1.0,1.0
649c1659d8975ae3,0.8448196856955157,1.0,1.0,0.6275672456692376,1.0,1.0,1.0
21f55c28bb945892,0.8448491156475377,1.0,1.0,0.6276378775540905,1.0,1.0,1.0
71e2924dcf525bc7,0.8449141092124136,1.0,1.0,0.6277938621097927,1.0,1.0,1.0
f9720f622fd4511b,0.8449162152357627,1.0,1.0,0.6277989165658305,1.0,1.0,1.0
8aec77f33ddb5ac8,0.845001838419158,1.0,1.0,0.6280044122059792,1.0,1.0,1.0
10f15e844ab15831,0.84527927886191,1.0,1.0,0.628670269268584,1.0,1.0,1.0
81161847b27b5bad,0.8454769206797321,1.0,1.0,0.6291446096313573,1.0,1.0,1.0
deb455f53c805643,0.8455487232585267,1.0,1.0,0.6293169358204639,1.0,1.0,1.0
3ea43d5abad05188,0.8455638757348596,1.0,1.0,0.6293533017636629,1.0,1.0,1.0
2352aa62dbbe58d2,0.8455781418751552,1.0,1.0,0.6293875405003723,1.0,1.0,1.0
6162470f2d0c5e13,0.845870264336504,1.0,1.0,0.6300886344076095,1.0,1.0,1.0
0dfdaa7ed7445e7c,0.8459022742511287,1.0,1.0,0.6301654582027092,1.0,1.0,1.0
812dd82ab5fb5742,0.845935923584976,1.0,1.0,0.6302462166039425,1.0,1.0,1.0
eeae24d38eb15e0a,0.8460118051446125,1.0,1.0,0.63042833234707,1.0,1.0,1.0
abbfc957d5545f53,0.846019853792899,1.0,1.0,0.6304476491029576,1.0,1.0,1.0
a87f744c67175bc4,0.8460235892616624,1.0,1.0,0.63045661422799,1.0,1.0,1.0
41d49aa70484596d,0.8460761590293236,1.0,1.0,0.6305827816703766,1.0,1.0,1.0
498c6f15e5c856bb,0.8461321076505861,1.0,1.0,0.6307170583614068,1.0,1.0,1.0
ab052def6aec532e,0.8461608864414153,1.0,1.0,0.6307861274593969,1.0,1.0,1.0
c8fa1980b26e5f46,0.8461865924783726,1.0,1.0,0.6308478219480942,1.0,1.0,1.0
6856c3ad77315d3c,0.8462507693894787,1.0,1.0,0.6310018465347488,1.0,1.0,1.0
19d546524016560f,0.8462515687294553,1.0,1.0,0.6310037649506929,1.0,1.0,1.0
75a1c2654839522e,0.8462785738738304,1.0,1.0,0.6310685772971928,1.0,1.0,1.0
936037f7683c50e8,0.8463095298130359,1.0,1.0,0.6311428715512859,1.0,1.0,1.0
c04902b5c32056e0,0.8463180051135072,1.0,1.0,0.6311632122724173,1.0,1.0,0.5
580524859b485a1b,0.8463431226737597,1.0,1.0,0.6312234944170232,1.0,1.0,1.0
b5e3abde704b54c8,0.8465449398816842,1.0,1.0,0.6317078557160423,1.0,1.0,1.0
63980d0b4c9352c4,0.8465473951508438,1.0,1.0,0.631713748362025,1.0,1.0,1.0
f1bdf7e4e9f5534e,0.846646285387359,1.0,1.0,0.6319510849296617,1.0,1.0,1.0
8b477eda939951d6,0.8466507772048054,1.0,1.0,0.6319618652915329,1.0,1.0,1.0
178d9a3c6c6852a4,0.8468391260010927,1.0,1.0,0.6324139024026225,1.0,1.0,1.0
5209e1f6a97e592a,0.8468615591985077,1.0,1.0,0.6324677420764185,1.0,1.0,1.0
f77c053616475084,0.8469061800386731,1.0,1.0,0.6325748320928155,1.0,1.0,1.0
40c06c252a275c50,0.8469718743759191,1.0,1.0,0.632732498502206,1.0,1.0,1.0
77868241ec115a11,0.8470297338959516,1.0,1.0,0.6328713613502839,1.0,1.0,1.0
9c2602db70435500,0.8470820829524648,1.0,1.0,0.6329969990859153,1.0,1.0,1.0
4e021aea953652b9,0.8471757357354579,1.0,1.0,0.633221765765099,1.0,1.0,1.0
93ca181d363358eb,0.8471991659849906,1.0,1.0,0.6332779983639775,1.0,1.0,1.0
9b5772aa3a955db1,0.8472043299961515,1.0,1.0,0.6332903919907635,1.0,1.0,1.0
e814805effdb5b56,0.8472565283743622,1.0,1.0,0.6334156680984693,1.0,1.0,0.5
19c4aecbe4b65ef4,0.8473624070235924,1.0,1.0,0.633669776856622,1.0,1.0,1.0
3b8d6a01f5705389,0.8474975330176141,1.0,1.0,0.6339940792422738,1.0,1.0,1.0
ed2a869a8d1c5eb7,0.8475462642711684,1.0,1.0,0.6341110342508043,1.0,1.0,0.0
df284ad97ad55a31,0.8475947935977582,1.0,1.0,0.63422750463462,1.0,1.0,1.0
024d012881be5995,0.8476338578174317,1.0,1.0,0.6343212587618359,1.0,1.0,1.0
8cec7d21f7dc540b,0.8476409223649649,1.0,1.0,0.6343382136759158,1.0,1.0,1.0
534942a69dea5054,0.8477076369200985,1.0,1.0,0.6344983286082363,1.0,1.0,1.0
f2a8ed3f01f15ef3,0.8477152319552896,1.0,1.0,0.6345165566926952,1.0,1.0,1.0
51c2558524435a31,0.8477199655857189,1.0,1.0,0.6345279174057252,1.0,1.0,1.0
18d04df0d7e25316,0.8477415990761447,1.0,1.0,0.6345798377827471,1.0,1.0,1.0
5568ad08c60d510f,0.8477430876860272,1.0,1.0,0.6345834104464655,1.0,1.0,1.0
06067b68f2655a55,0.8477686656155384,1.0,1.0,0.6346447974772923,1.0,1.0,1.0
86b0e721370e5f56,0.847799712370047,1.0,1.0,0.6347193096881126,1.0,1.0,1.0
62e7b4eb1cc954ad,0.8480555784340641,1.0,1.0,0.6353333882417537,1.0,1.0,1.0
1db88198fce854da,0.8481714246834554,1.0,1.0,0.635611419240293,1.0,1.0,1.0
54a295777c3a5d46,0.8486521014954134,1.0,1.0,0.6367650435889921,1.0,1.0,1.0
117b147622605d6a,0.8486912252029019,1.0,1.0,0.6368589404869646,1.0,1.0,1.0
87ab048362385059,0.8488520189079493,1.0,1.0,0.637244845379078,1.0,1.0,1.0
7feaf6410f1854a8,0.8489308653466882,1.0,1.0,0.6374340768320516,1.0,1.0,1.0
ac6d9537bf315302,0.8490254067857815,1.0,1.0,0.6376609762858755,1.0,1.0,1.0
276396e455bb57b5,0.849052459195973,1.0,1.0,0.6377259020703353,1.0,1.0,1.0
7f572219da4e5fd4,0.8490862486374549,1.0,1.0,0.6378069967298917,1.0,1.0,1.0
d66634cbe1b65b95,0.8491670696933337,1.0,1.0,0.6380009672640007,1.0,1.0,1.0
0f3c4d7aee1e572c,0.8492242105542497,1.0,1.0,0.6381381053301994,1.0,1.0,1.0
b555e2488dc7531e,0.8492691727661404,1.0,1.0,0.6382460146387369,1.0,1.0,1.0
2a7b12a784c351c3,0.8493533299264419,1.0,1.0,0.6384479918234606,1.0,1.0,1.0
25a3a5bc491d521b,0.8493743418052974,1.0,1.0,0.6384984203327134,1.0,1.0,1.0
631712394f5b5d72,0.8493816597666991,1.0,1.0,0.6385159834400778,1.0,1.0,1.0
67dff3c1993f57a5,0.8494614326429065,1.0,1.0,0.6387074383429755,1.0,1.0,1.0
398010cdaac05adc,0.8494914146328875,1.0,1.0,0.6387793951189299,1.0,1.0,1.0
c1c3bb73344c593a,0.8495052475104901,1.0,1.0,0.638812594025176,1.0,1.0,1.0
66329b9ed3785e0e,0.8495516593787974,1.0,1.0,0.638923982509114,1.0,1.0,1.0
6042c6249f31509b,0.8496062047900074,1.0,1.0,0.6390548914960177,1.0,1.0,1.0
db180d0c665454aa,0.8496816421857769,1.0,1.0,0.6392359412458645,1.0,1.0,1.0
a83d8c6015e85622,0.8497093023023736,1.0,1.0,0.6393023255256968,1.0,1.0,1.0
35fa5481e4de5703,0.8497113271087334,1.0,1.0,0.6393071850609603,1.0,1.0,1.0
91b143f42de55e14,0.8497272617801368,1.0,1.0,0.6393454282723283,1.0,1.0,1.0
0ba42ee3c2555502,0.8498455735141079,1.0,1.0,0.6396293764338591,1.0,1.0,1.0
