token,log_name,map_name,maneuver,path_length_m,final_lateral_displacement_m,final_heading_change_rad,max_heading_change_rad,geometry_complexity,ego_speed_mps,speed_bin,ego_acceleration_mps2,in_intersection,near_intersection,has_traffic_light,has_red_light,red_light_count,agent_radius_m,dynamic_agent_count,agent_density_bin,nearest_agent_distance_m,nearest_agent_distance_bin,vru_count,has_vru
de56fef875ac5a5e,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,9.461602033190974,2.0101325205117098,0.380919955565495,0.380919955565495,high,2.3370513916015625,2-5,0.5489307045936584,True,True,True,True,11,30.0,6,5-9,7.954188428772976,5-15,2,True
b8434dfe0fbf56f0,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,9.323843130705992,1.9185146970448432,0.3782183580739783,0.3782183580739783,high,2.1042685508728027,2-5,0.46320053935050964,True,True,True,True,11,30.0,7,5-9,8.56258224430037,5-15,2,True
53a7531622255064,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,12.18122673892129,2.8755304017534007,0.5293516902558094,0.5293516902558094,high,1.9609832763671875,0-2,0.1090763509273529,False,True,True,True,9,30.0,11,10+,6.6583963399995545,5-15,4,True
388391c4b8d45c36,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,13.43354775341577,3.5700073412828317,0.5838685263051895,0.5838685263051895,high,1.9869662523269653,0-2,0.1777459681034088,False,True,True,True,9,30.0,10,10+,6.602680199192721,5-15,5,True
ca2552a32a0058bc,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,14.947904132733887,4.488861588055813,0.6323310256648728,0.6323310256648728,high,1.9720615148544312,0-2,0.11372458934783936,False,True,True,True,9,30.0,11,10+,6.789180740508153,5-15,5,True
d945bc5c595d518d,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,16.68892452255944,5.62469604866672,0.6890680585368147,0.6890680585368147,high,1.934936285018921,0-2,0.08655977249145508,False,True,True,True,9,30.0,11,10+,7.004591489905607,5-15,5,True
f6483f2f9126533f,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,18.647916290416006,6.96109378845335,0.7425622777368354,0.7425622777368354,high,1.9283668994903564,0-2,0.18562524020671844,False,True,True,True,9,30.0,11,10+,6.792448959820585,5-15,4,True
f65f43d44343500b,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,20.767512349019693,8.387115096928827,0.7748358612670355,0.7748358612670355,high,2.0726301670074463,2-5,0.5457198619842529,False,True,True,True,9,30.0,12,10+,6.375616524720526,5-15,4,True
44a4f1048fcc57ea,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,22.9430396479276,9.739889376492213,0.7717080736539947,0.7717080736539947,high,2.344672203063965,2-5,0.6284607648849487,False,True,True,True,9,30.0,12,10+,6.085990610394601,5-15,4,True
964c8941cfe558bb,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,25.101178947927725,10.935652133933235,0.7574544591238026,0.7574544591238026,high,2.7213876247406006,2-5,1.134792685508728,False,True,True,True,9,30.0,10,10+,6.062960247013508,5-15,2,True
ca62812a55ce5f0b,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,38.675526314714894,2.847518819469428,0.14075835123543295,0.14075835123543295,medium,7.3459672927856445,5-10,0.6020917296409607,False,True,True,True,9,30.0,8,5-9,18.231116712490785,15-30,0,False
2e5e4be9579d568d,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,39.10612371402283,2.813909452208116,0.14269251009362383,0.14269251009362383,medium,7.516678333282471,5-10,0.40175968408584595,False,True,True,True,9,30.0,7,5-9,18.176543544356267,15-30,0,False
3d744662757d5ca2,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,39.48544255802235,2.9422924616578907,0.14730157080249134,0.14730157080249134,medium,7.655066013336182,5-10,0.2892999053001404,False,True,True,True,9,30.0,5,5-9,17.662892323260802,15-30,0,False
1b54d7f77eca559b,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,39.81181817640172,3.175973823615155,0.1520416201300785,0.1520416201300785,medium,7.793748378753662,5-10,0.3706807792186737,False,True,True,True,9,30.0,5,5-9,16.9574046437705,15-30,0,False
f674a05cc42b5d4a,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,40.09608172331305,3.33658376668776,0.15519527894804375,0.15519527894804375,medium,7.914854049682617,5-10,0.2593023478984833,False,True,True,True,9,30.0,4,1-4,15.907162004546102,15-30,0,False
1252d1484b33558c,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,40.37327691846594,3.3822062864046454,0.15453098862429937,0.15453098862429937,medium,8.003364562988281,5-10,0.3865940272808075,False,True,True,True,9,30.0,3,1-4,14.545269926007329,5-15,0,False
63bd566666b75e4a,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,40.65834381430575,3.427206730672194,0.15227127222507386,0.15227127222507386,medium,8.074793815612793,5-10,0.2107984721660614,True,True,True,True,9,30.0,3,1-4,12.946987583971906,5-15,1,True
6743ebcc6f5259b8,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,32.55308964547749,2.4522485689708096,0.261967584382258,0.261967584382258,medium,8.217182159423828,5-10,0.367969810962677,False,True,True,True,3,30.0,0,0,37.46720156884058,30+/none,0,False
fb311858e737556d,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,31.241621275983384,3.1216644767794017,0.2945058174629305,0.2945058174629305,medium,7.986785411834717,5-10,0.6938077211380005,False,True,True,True,3,30.0,0,0,41.287617690156246,30+/none,0,False
680c8d90658556da,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,30.028553607301273,3.850407568860557,0.32549510102643786,0.32549510102643786,medium,7.681332588195801,5-10,0.6687383055686951,False,True,True,True,3,30.0,0,0,35.165697704403605,30+/none,0,False
e46762b07ca45b74,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,28.931413305490018,4.650099763294915,0.3574073630234591,0.3574073630234591,high,7.350005626678467,5-10,0.8016346096992493,False,True,True,True,3,30.0,1,1-4,27.39510836579121,15-30,0,False
e62a5092735359ee,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,27.993109749966937,5.487713946615526,0.38391376342686767,0.38391376342686767,high,7.001342296600342,5-10,0.6656352281570435,False,True,True,True,6,30.0,1,1-4,22.410841535651304,15-30,0,False
fcdcb2e456bf5360,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,27.293044573542343,5.549734355381186,0.3790718141729464,0.3790718141729464,high,6.677381992340088,5-10,0.7100663781166077,True,True,True,True,6,30.0,1,1-4,22.03644654219929,15-30,0,False
b86df9a9f50e525a,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,left,26.826031788778987,5.199450935555286,0.3624541301941937,0.3624541301941937,high,6.407181262969971,5-10,0.924957275390625,True,True,True,True,6,30.0,1,1-4,26.165294608341068,15-30,0,False
d9560f4ad686510f,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,26.589397622154365,4.934066213252641,0.3484943034492811,0.3484943034492811,medium,6.137178421020508,5-10,0.6625626087188721,True,True,True,True,3,30.0,1,1-4,28.34523208109612,15-30,0,False
a998a0d0131f5208,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,26.59399964490071,4.765540405506317,0.3299397343058432,0.3299397343058432,medium,5.889837265014648,5-10,0.682411253452301,True,True,True,True,3,30.0,1,1-4,24.71610199268848,15-30,0,False
e25ab8d2df785bf3,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,26.846137442424226,4.584335177295804,0.30073749099404434,0.30073749099404434,medium,5.683889865875244,5-10,0.4174991250038147,False,True,True,True,3,30.0,1,1-4,25.344619585316277,15-30,0,False
b04064e074f55bb0,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,27.24382862202793,4.456341037706289,0.2803586286203168,0.2803586286203168,medium,5.527316570281982,5-10,0.47353652119636536,False,True,True,True,3,30.0,1,1-4,29.79208462123757,15-30,0,False
e6e4e254f1c55405,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,27.804976373173766,4.364476688923629,0.2630178048090108,0.2630178048090108,medium,5.399356365203857,5-10,0.19820652902126312,False,True,True,True,3,30.0,1,1-4,29.770516036988248,15-30,0,False
0451b850addd591c,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,28.50205138830755,4.269152507066498,0.24775831358884928,0.24775831358884928,medium,5.2884745597839355,5-10,0.49425968527793884,False,True,True,True,3,30.0,1,1-4,27.36623907443862,15-30,0,False
fedeb108feed57c0,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,29.330151998237895,4.0879660416176336,0.2313861221509177,0.2313861221509177,medium,5.208315849304199,5-10,0.3325202465057373,False,True,True,True,6,30.0,1,1-4,25.078197459274737,15-30,0,False
64a52073ea395752,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,curved_left,30.250652054187203,3.9371969041664565,0.2125719523043444,0.2125719523043444,medium,5.242866516113281,5-10,0.40192192792892456,False,True,True,True,6,30.0,1,1-4,22.899584772855192,15-30,0,False
0a672fa6dbb95d68,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,31.180923870743346,3.717095889506819,0.19225675680529597,0.19225675680529597,medium,5.40794038772583,5-10,0.5066307783126831,False,True,True,True,6,30.0,1,1-4,20.7699706842655,15-30,0,False
3a7b323176855920,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,32.07327664643442,3.2873893637932436,0.1665091781191031,0.1665091781191031,medium,5.592934608459473,5-10,0.47915470600128174,False,True,True,True,6,30.0,1,1-4,18.773808680741563,15-30,0,False
938ceea80dd85b62,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,32.91495370435837,2.810629724160395,0.13217053489532554,0.13400857328797477,medium,5.79659366607666,5-10,0.6924984455108643,False,True,True,True,3,30.0,1,1-4,16.9707111336564,15-30,0,False
5862cc032cf45893,2021.10.06.07.26.10_veh-52_02208_02394,sg-one-north,straight,33.603097294853626,2.469580455653702,0.10626411259070381,0.11006896386036469,medium,6.007436275482178,5-10,0.49086320400238037,True,True,True,True,3,30.0,1,1-4,15.48813349512283,15-30,0,False
c7cb2e43b2d053b7,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,left,34.256962354651876,15.749756756206489,0.5443005577739057,0.5846441569101299,high,4.767838478088379,2-5,1.7925065755844116,True,True,False,False,0,30.0,1,1-4,28.470290226326437,15-30,0,False
28ecbec6051d5527,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,left,36.174812441732456,11.725128163046,0.35494867874380875,0.4013912363153442,high,5.1391425132751465,5-10,2.3342130184173584,True,True,False,False,0,30.0,1,1-4,29.206396214693925,15-30,0,False
2034e8ae11cc594e,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,curved_left,37.89817075292173,7.741962761286136,0.20716746944911368,0.25564614563100685,medium,5.633576393127441,5-10,1.9485340118408203,True,True,False,False,0,30.0,0,0,30.604670346096135,30+/none,0,False
a19dd8ff9c4e5fc7,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,39.394810957231016,3.9308366924410643,0.08594181091688369,0.1382612152262579,medium,6.158431053161621,5-10,2.2277472019195557,False,True,False,False,0,30.0,0,0,31.281605328897044,30+/none,0,False
834a23e3dd25542c,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,44.09214739576464,-3.0537434596440267,-0.10910023757304277,0.1321909991673358,medium,9.322288513183594,5-10,0.04427619278430939,False,False,False,False,0,30.0,8,5-9,3.8598820245489143,0-5,0,False
71c47324c7eb5657,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,43.87856702760137,-3.198169240567871,-0.06988088475417387,0.1272092616165459,medium,9.286304473876953,5-10,0.20347437262535095,False,False,False,False,0,30.0,8,5-9,4.77988864013087,0-5,0,False
8cac1b4a21585010,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,43.64899152542178,-3.0786664334143206,-0.03534423166922673,0.11926986674014509,medium,9.21242618560791,5-10,0.17152607440948486,False,False,False,False,0,30.0,7,5-9,4.04960513139102,0-5,0,False
8ed81a3cabde5dcf,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,42.112288688628254,1.7938301073371008,0.11314615500034231,0.11314615500034231,medium,9.011609077453613,5-10,0.4535316526889801,False,False,False,False,0,30.0,3,1-4,11.516508479259352,5-15,0,False
ab4401719a355a62,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.55351135306964,3.080897475781495,0.136410608597326,0.136410608597326,medium,8.984208106994629,5-10,0.24374528229236603,False,False,False,False,0,30.0,3,1-4,15.700912003674217,15-30,0,False
cd9d029138325c2c,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,40.927066993936506,3.745490797410783,0.14293837885230243,0.14293837885230243,medium,8.958532333374023,5-10,0.08384291082620621,False,False,False,False,0,30.0,2,1-4,20.02105600555833,15-30,0,False
9bb4006483955eb9,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,40.13326112391632,3.2806374337450883,0.12591988904703832,0.12591988904703832,medium,8.921334266662598,5-10,0.6369066834449768,False,False,False,False,0,30.0,1,1-4,24.30480831888057,15-30,0,False
975c802f6f175888,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,39.24487161988834,2.2993334833981636,0.10118152152261707,0.10118152152261707,medium,8.882712364196777,5-10,0.5518890619277954,False,False,False,False,0,30.0,1,1-4,28.612581342369726,15-30,0,False
52248a6939af5fd6,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,38.32416539593719,1.5945869313210745,0.08802832946186534,0.08802832946186534,low,8.835221290588379,5-10,0.35525861382484436,False,False,False,False,0,30.0,0,0,32.896223209481036,30+/none,0,False
85dba97943515cbd,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,35.03461001433133,1.2486025835442414,0.09083025675580148,0.09083025675580148,low,8.183501243591309,5-10,0.5175523161888123,False,True,False,False,0,30.0,0,0,30.38938474409181,30+/none,0,False
69f80a41cbaa5c1b,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,34.50754432920026,1.3192743641889362,0.07331129043149787,0.0838166505575764,low,8.00125503540039,5-10,0.385966032743454,False,True,False,False,0,30.0,1,1-4,29.13705276184724,15-30,0,False
67e538558b0b5f93,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,34.149236943875984,1.4312565739262546,0.04956850341555752,0.07988073102651239,low,7.796113014221191,5-10,0.8764920234680176,False,True,False,False,0,30.0,1,1-4,28.388171150587212,15-30,0,False
8c5a6a5b602859b2,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,33.9387119562332,1.488713353072714,0.02532634179214277,0.0771350730573277,low,7.523170471191406,5-10,0.9091092348098755,False,True,False,False,0,30.0,1,1-4,28.116568968018296,15-30,0,False
054054d63ad85fa3,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,33.984189349068316,1.333208447354629,0.0011070319167254534,0.07106280126829878,low,7.217143535614014,5-10,0.5704042911529541,True,True,False,False,0,30.0,1,1-4,28.36028666918995,15-30,0,False
2bae2509df025832,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,34.29710611336365,0.9702907264884975,-0.019124285802178065,0.06156355352464106,low,7.018459320068359,5-10,0.3821646273136139,True,True,False,False,0,30.0,1,1-4,29.031694636057896,15-30,0,False
5491f2f619e25dfb,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,42.091079418524174,-2.5744950846432317,-0.01999838985624325,0.11646489739536259,medium,9.275952339172363,5-10,0.1750980019569397,False,False,False,False,0,30.0,5,5-9,3.4101662701357434,0-5,0,False
e8a004bfab7d5034,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.70436239975781,-2.3314901158859525,0.00430418667734056,0.11022924621525743,medium,9.271475791931152,5-10,0.3074294924736023,False,False,False,False,0,30.0,5,5-9,4.750953982768507,0-5,0,False
76f952632729540f,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.34489685785891,0.8664399950799914,0.09722850352167911,0.09722850352167911,low,8.753082275390625,5-10,0.9888752698898315,False,False,False,False,0,30.0,4,1-4,8.544529707700438,5-15,0,False
12d4637822bb5f19,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.42971073515507,2.840940559304304,0.1506590809838273,0.1506590809838273,medium,8.58854866027832,5-10,0.6359819769859314,False,False,False,False,0,30.0,3,1-4,12.491092656160935,5-15,0,False
68505dcbf4fb5f32,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.53266885547039,4.093274862332399,0.1839697980468613,0.1839697980468613,medium,8.425830841064453,5-10,0.5649747848510742,False,False,False,False,0,30.0,2,1-4,16.46179289856088,15-30,0,False
179bc3ae5b9f56b0,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.68189162475344,4.424622830478,0.1920971270130099,0.1920971270130099,medium,8.276914596557617,5-10,0.5213927626609802,False,False,False,False,0,30.0,2,1-4,20.44116068706512,15-30,0,False
90ed944de9405835,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.76911742142855,4.0185992804566455,0.16873675186001047,0.16873675186001047,medium,8.234025955200195,5-10,0.593142569065094,False,False,False,False,0,30.0,1,1-4,24.393303382450597,15-30,0,False
2fb759c52be35681,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.65222582855389,3.3746729132569526,0.13555393036216157,0.1385173746542443,medium,8.340441703796387,5-10,0.6988503932952881,False,False,False,False,0,30.0,1,1-4,28.39958016434866,15-30,0,False
a9bdcf08c1ce5f5a,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.32321203327481,2.732537344780078,0.09448616170329527,0.11194855368038217,medium,8.482199668884277,5-10,0.4962218403816223,False,False,False,False,0,30.0,0,0,32.50655770988401,30+/none,0,False
167fd80fa8635037,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,40.90568459861638,2.2661142656230244,0.05218080420597239,0.09388162832690353,low,8.621524810791016,5-10,0.6007412672042847,False,False,False,False,0,30.0,0,0,36.664230869765824,30+/none,0,False
90e387c7930d56de,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,40.39541991074606,1.9799561098274485,0.02122150260602828,0.0834966628685907,low,8.749403953552246,5-10,0.24659548699855804,False,False,False,False,0,30.0,0,0,inf,30+/none,0,False
c1f712e1aed35216,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,39.7099876697984,1.6680756030357198,-0.0027962122678546466,0.07544453257712094,low,8.854904174804688,5-10,0.21352334320545197,False,False,False,False,0,30.0,0,0,73.71797016868759,30+/none,0,False
8e2fece463df5dcb,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,38.84504517755353,1.1371118777248246,-0.024306819377151623,0.06349773580073384,low,8.854683876037598,5-10,0.41807055473327637,False,False,False,False,0,30.0,0,0,69.44004460014048,30+/none,0,False
dfd5770faffa5ba7,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,37.97800688264548,0.29134503047461474,-0.049206518719653536,0.049206518719653536,low,8.77597427368164,5-10,0.37682586908340454,False,False,False,False,0,30.0,0,0,65.2186108513628,30+/none,0,False
b23be6b0d9765878,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,40.20149283968365,-3.8543079477806037,-0.16441411785623944,0.16441411785623944,medium,7.466648578643799,5-10,0.6177800893783569,True,True,False,False,0,30.0,2,1-4,20.831117248511575,15-30,0,False
4946bc8012cb5e83,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.003364667130384,-3.7960132112808833,-0.168245090693216,0.168245090693216,medium,7.646080017089844,5-10,0.6461459398269653,True,True,False,False,0,30.0,3,1-4,17.23055469301062,15-30,0,False
6de8e1962fc4559a,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,44.47608052075861,1.546849725817707,0.08513024194014429,0.08513024194014429,low,9.316259384155273,5-10,0.47510552406311035,False,False,False,False,0,30.0,6,5-9,11.262927419780793,5-15,0,False
850fd96a46b25445,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,44.312188963905115,2.9752489054608495,0.11877471360742242,0.11877471360742242,medium,9.235810279846191,5-10,0.20992538332939148,False,False,False,False,0,30.0,5,5-9,15.535386377288042,15-30,0,False
3d726e71b9925965,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,44.108700317796504,3.6261029066949924,0.13493617685963355,0.13493617685963355,medium,9.1488037109375,5-10,0.19633914530277252,False,False,False,False,0,30.0,5,5-9,14.026320887972807,5-15,0,False
30a0f5cf9ab95eee,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,43.81802136090218,3.300759609717148,0.13690057141071166,0.13690057141071166,medium,9.075162887573242,5-10,0.4506336450576782,False,False,False,False,0,30.0,5,5-9,10.180883159028538,5-15,0,False
43e42cf1a2175b88,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,43.48999804530283,2.374703793747604,0.1356546776691428,0.1356546776691428,medium,9.090347290039062,5-10,0.6988759636878967,False,False,False,False,0,30.0,6,5-9,6.920796229828091,5-15,0,False
ef6e61a4a7ed550a,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,43.046109617699486,1.857395456433882,0.1439200321703915,0.1439200321703915,medium,9.148940086364746,5-10,0.48142364621162415,False,False,False,False,0,30.0,6,5-9,5.305039199343501,5-15,0,False
c6bd79f439c254a0,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,41.67802864096049,2.1041303145159693,0.13173654905375876,0.14192403099813397,medium,9.261731147766113,5-10,0.17053458094596863,False,False,False,False,0,30.0,6,5-9,5.800798840619547,5-15,0,False
90314b74c92954d6,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,40.79572304888819,2.408426163797473,0.09319022172504021,0.1388354782130328,medium,9.278707504272461,5-10,0.15735496580600739,False,False,False,False,0,30.0,6,5-9,5.603507250756276,5-15,0,False
908f696abf7c5a26,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,39.85499094066137,2.657853732797064,0.056171650752076654,0.13796342587560018,medium,9.212910652160645,5-10,0.3034715950489044,False,False,False,False,0,30.0,6,5-9,5.875860229179696,5-15,0,False
ec1fc260f1c15d42,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,38.94278159366565,2.695661486939895,0.029777385814745864,0.13457580145515968,medium,9.07394027709961,5-10,0.3650192320346832,False,False,False,False,0,30.0,6,5-9,6.0507377808522635,5-15,0,False
8451437af5ba59ea,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,38.18086262710256,2.3028068287265393,0.0009314151089581113,0.12219811301704087,medium,8.892743110656738,5-10,0.5087392926216125,False,False,False,False,0,30.0,6,5-9,6.240693218233515,5-15,0,False
57076e49ca7c5570,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,37.63027619817016,1.7436171726483123,-0.024862067913890014,0.10779587964153481,medium,8.681509017944336,5-10,0.49831366539001465,False,False,False,False,0,30.0,5,5-9,5.7683644838845805,5-15,0,False
a27875deccc151e0,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,36.55224820947747,-3.5732012436365554,-0.15889944295109348,0.15889944295109348,medium,7.819815635681152,5-10,0.45176082849502563,False,False,False,False,0,30.0,5,5-9,17.69269272904499,15-30,0,False
de80647014f35dbb,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,36.39574553422481,-3.7843610991569325,-0.1552064739709602,0.1552064739709602,medium,7.591142654418945,5-10,0.4713013470172882,False,False,False,False,0,30.0,4,1-4,17.713956500992676,15-30,0,False
4f67484c73e2503a,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,44.75938507932989,1.8741828131607638,0.0621018938804101,0.06769957919154582,low,8.277132034301758,5-10,0.3092215359210968,False,True,False,False,0,30.0,4,1-4,20.027623581056268,15-30,0,False
d38070017e4e53c3,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,45.82131677262605,2.1982222582517785,0.06504293231269909,0.06762868079179987,low,8.388851165771484,5-10,0.36840584874153137,False,True,False,False,0,30.0,4,1-4,16.182835565922908,15-30,0,False
14f10a29b9235b38,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,46.87033944544284,2.2180912292249113,0.06513986458895785,0.06513986458895785,low,8.547738075256348,5-10,0.46882882714271545,False,True,False,False,0,30.0,3,1-4,12.401204092583555,5-15,0,False
13d1fc5b0ccd5abb,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,47.787742461844914,1.8273143026125824,0.05575166027403866,0.05575166027403866,low,8.721136093139648,5-10,0.45789214968681335,False,True,False,False,0,30.0,2,1-4,8.778141634465152,5-15,0,False
ed77d7ff214f53aa,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,48.55119186184061,1.3633881586080674,0.04657390753804981,0.04657390753804981,low,8.912065505981445,5-10,0.38976073265075684,False,False,False,False,0,30.0,3,1-4,5.8379461678424045,5-15,1,True
92d21bb7692b5664,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,49.15410945596182,0.9755898264146387,0.04311796803922463,0.04311796803922463,low,9.133109092712402,5-10,0.5984175801277161,False,False,False,False,0,30.0,3,1-4,5.185963746707775,5-15,0,False
8179a26d74615228,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,47.673041836172196,1.7533214345783454,0.0584333672190729,0.06531033383525567,low,10.531416893005371,10+,0.41567462682724,False,False,False,False,0,30.0,3,1-4,5.5379723125805205,5-15,0,False
f6e64f5e788b5101,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,46.64448515517421,1.6234568179777817,0.041358920142110525,0.05832831219654212,low,10.52963924407959,10+,0.42016297578811646,False,False,False,False,0,30.0,3,1-4,8.073287463923753,5-15,0,False
0a887c5364a457cd,2021.09.16.14.39.34_veh-42_00032_00186,us-pa-pittsburgh-hazelwood,straight,45.63340489930063,1.4728437266311993,0.03073510847455397,0.052552681592322736,low,10.450729370117188,10+,0.27270257472991943,False,False,False,False,0,30.0,2,1-4,5.85599242469602,5-15,0,False
